"Notes"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"South Carolina"	"45"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	4896146	Unreliable
	"South Carolina"	"45"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	58	4896146	1.2
	"South Carolina"	"45"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	77	4896146	1.6
	"South Carolina"	"45"	"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder"	"F13.9"	26	4896146	0.5
	"South Carolina"	"45"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	32	4896146	0.7
	"South Carolina"	"45"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	25	4896146	0.5
	"South Carolina"	"45"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	80	4896146	1.6
	"South Carolina"	"45"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	60	4896146	1.2
	"South Carolina"	"45"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	54	4896146	1.1
	"South Carolina"	"45"	"Depressive episode, unspecified"	"F32.9"	63	4896146	1.3
	"South Carolina"	"45"	"Alzheimer's disease, unspecified"	"G30.9"	20	4896146	0.4
	"South Carolina"	"45"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	56	4896146	1.1
	"South Carolina"	"45"	"Compression of brain"	"G93.5"	15	4896146	Unreliable
	"South Carolina"	"45"	"Essential (primary) hypertension"	"I10"	107	4896146	2.2
	"South Carolina"	"45"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	23	4896146	0.5
	"South Carolina"	"45"	"Acute myocardial infarction, unspecified"	"I21.9"	34	4896146	0.7
	"South Carolina"	"45"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	55	4896146	1.1
	"South Carolina"	"45"	"Atherosclerotic heart disease"	"I25.1"	69	4896146	1.4
	"South Carolina"	"45"	"Ischaemic cardiomyopathy"	"I25.5"	14	4896146	Unreliable
	"South Carolina"	"45"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	40	4896146	0.8
	"South Carolina"	"45"	"Other specified conduction disorders"	"I45.8"	10	4896146	Unreliable
	"South Carolina"	"45"	"Cardiac arrest, unspecified"	"I46.9"	170	4896146	3.5
	"South Carolina"	"45"	"Atrial fibrillation and flutter"	"I48"	58	4896146	1.2
	"South Carolina"	"45"	"Cardiac arrhythmia, unspecified"	"I49.9"	76	4896146	1.6
	"South Carolina"	"45"	"Congestive heart failure"	"I50.0"	44	4896146	0.9
	"South Carolina"	"45"	"Heart failure, unspecified"	"I50.9"	11	4896146	Unreliable
	"South Carolina"	"45"	"Cardiomegaly"	"I51.7"	39	4896146	0.8
	"South Carolina"	"45"	"Stroke, not specified as haemorrhage or infarction"	"I64"	28	4896146	0.6
	"South Carolina"	"45"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	12	4896146	Unreliable
	"South Carolina"	"45"	"Hypotension, unspecified"	"I95.9"	16	4896146	Unreliable
	"South Carolina"	"45"	"Pneumonia, unspecified"	"J18.9"	62	4896146	1.3
	"South Carolina"	"45"	"Emphysema, unspecified"	"J43.9"	12	4896146	Unreliable
	"South Carolina"	"45"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	64	4896146	1.3
	"South Carolina"	"45"	"Pneumonitis due to food and vomit"	"J69.0"	41	4896146	0.8
	"South Carolina"	"45"	"Adult respiratory distress syndrome"	"J80"	11	4896146	Unreliable
	"South Carolina"	"45"	"Pulmonary oedema"	"J81"	29	4896146	0.6
	"South Carolina"	"45"	"Acute respiratory failure"	"J96.0"	63	4896146	1.3
	"South Carolina"	"45"	"Respiratory failure, unspecified"	"J96.9"	125	4896146	2.6
	"South Carolina"	"45"	"Other and unspecified cirrhosis of liver"	"K74.6"	16	4896146	Unreliable
	"South Carolina"	"45"	"Joint disorder, unspecified"	"M25.9"	16	4896146	Unreliable
	"South Carolina"	"45"	"Acute renal failure, unspecified"	"N17.9"	17	4896146	Unreliable
	"South Carolina"	"45"	"Chronic renal failure, unspecified"	"N18.9"	13	4896146	Unreliable
	"South Carolina"	"45"	"Unspecified renal failure"	"N19"	13	4896146	Unreliable
	"South Carolina"	"45"	"Urinary tract infection, site not specified"	"N39.0"	23	4896146	0.5
	"South Carolina"	"45"	"Obstetric death of unspecified cause"	"O95"	10	4896146	Unreliable
	"South Carolina"	"45"	"Other and unspecified abnormalities of breathing"	"R06.8"	31	4896146	0.6
	"South Carolina"	"45"	"Asphyxia"	"R09.0"	12	4896146	Unreliable
	"South Carolina"	"45"	"Respiratory arrest"	"R09.2"	41	4896146	0.8
	"South Carolina"	"45"	"Other specified symptoms and signs involving the circulatory and respiratory systems"	"R09.8"	54	4896146	1.1
	"South Carolina"	"45"	"Dysphagia"	"R13"	29	4896146	0.6
	"South Carolina"	"45"	"Immobility"	"R26.3"	16	4896146	Unreliable
	"South Carolina"	"45"	"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"	"R29.8"	21	4896146	0.4
	"South Carolina"	"45"	"Other chronic pain"	"R52.2"	16	4896146	Unreliable
	"South Carolina"	"45"	"Malaise and fatigue"	"R53"	32	4896146	0.7
	"South Carolina"	"45"	"Senility"	"R54"	22	4896146	0.4
	"South Carolina"	"45"	"Syncope and collapse"	"R55"	10	4896146	Unreliable
	"South Carolina"	"45"	"Other and unspecified convulsions"	"R56.8"	28	4896146	0.6
	"South Carolina"	"45"	"Other lack of expected normal physiological development"	"R62.8"	42	4896146	0.9
	"South Carolina"	"45"	"Other specified general symptoms and signs"	"R68.8"	47	4896146	1.0
	"South Carolina"	"45"	"Open wound of lip and oral cavity"	"S01.5"	22	4896146	0.4
	"South Carolina"	"45"	"Open wound of other parts of head"	"S01.8"	17	4896146	Unreliable
	"South Carolina"	"45"	"Open wound of head, part unspecified"	"S01.9"	476	4896146	9.7
	"South Carolina"	"45"	"Fracture of base of skull"	"S02.1"	18	4896146	Unreliable
	"South Carolina"	"45"	"Fracture of skull and facial bones, part unspecified"	"S02.9"	38	4896146	0.8
	"South Carolina"	"45"	"Traumatic cerebral oedema"	"S06.1"	10	4896146	Unreliable
	"South Carolina"	"45"	"Diffuse brain injury"	"S06.2"	117	4896146	2.4
	"South Carolina"	"45"	"Traumatic subdural haemorrhage"	"S06.5"	147	4896146	3.0
	"South Carolina"	"45"	"Traumatic subarachnoid haemorrhage"	"S06.6"	36	4896146	0.7
	"South Carolina"	"45"	"Other intracranial injuries"	"S06.8"	56	4896146	1.1
	"South Carolina"	"45"	"Intracranial injury, unspecified"	"S06.9"	116	4896146	2.4
	"South Carolina"	"45"	"Multiple injuries of head"	"S09.7"	14	4896146	Unreliable
	"South Carolina"	"45"	"Unspecified injury of head"	"S09.9"	494	4896146	10.1
	"South Carolina"	"45"	"Open wound of neck, part unspecified"	"S11.9"	44	4896146	0.9
	"South Carolina"	"45"	"Fracture of neck, part unspecified"	"S12.9"	47	4896146	1.0
	"South Carolina"	"45"	"Dislocation of cervical vertebra"	"S13.1"	23	4896146	0.5
	"South Carolina"	"45"	"Other and unspecified injuries of cervical spinal cord"	"S14.1"	12	4896146	Unreliable
	"South Carolina"	"45"	"Unspecified injury of neck"	"S19.9"	69	4896146	1.4
	"South Carolina"	"45"	"Open wound of back wall of thorax"	"S21.2"	30	4896146	0.6
	"South Carolina"	"45"	"Open wound of thorax, part unspecified"	"S21.9"	194	4896146	4.0
	"South Carolina"	"45"	"Fracture of rib"	"S22.3"	15	4896146	Unreliable
	"South Carolina"	"45"	"Injury of thoracic aorta"	"S25.0"	41	4896146	0.8
	"South Carolina"	"45"	"Other injuries of heart"	"S26.8"	38	4896146	0.8
	"South Carolina"	"45"	"Injury of heart, unspecified"	"S26.9"	41	4896146	0.8
	"South Carolina"	"45"	"Traumatic haemothorax"	"S27.1"	11	4896146	Unreliable
	"South Carolina"	"45"	"Other injuries of lung"	"S27.3"	59	4896146	1.2
	"South Carolina"	"45"	"Unspecified injury of thorax"	"S29.9"	137	4896146	2.8
	"South Carolina"	"45"	"Open wound of other and unspecified parts of abdomen"	"S31.8"	49	4896146	1.0
	"South Carolina"	"45"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	18	4896146	Unreliable
	"South Carolina"	"45"	"Injury of liver or gallbladder"	"S36.1"	21	4896146	0.4
	"South Carolina"	"45"	"Injury of other intra-abdominal organs"	"S36.8"	12	4896146	Unreliable
	"South Carolina"	"45"	"Unspecified injury of abdomen, lower back and pelvis"	"S39.9"	45	4896146	0.9
	"South Carolina"	"45"	"Open wound of shoulder"	"S41.0"	12	4896146	Unreliable
	"South Carolina"	"45"	"Fracture of neck of femur"	"S72.0"	101	4896146	2.1
	"South Carolina"	"45"	"Fracture of femur, part unspecified"	"S72.9"	21	4896146	0.4
	"South Carolina"	"45"	"Multiple open wounds, unspecified"	"T01.9"	37	4896146	0.8
	"South Carolina"	"45"	"Unspecified multiple injuries"	"T07"	196	4896146	4.0
	"South Carolina"	"45"	"Open wound of trunk, level unspecified"	"T09.1"	50	4896146	1.0
	"South Carolina"	"45"	"Injury of spinal cord, level unspecified"	"T09.3"	15	4896146	Unreliable
	"South Carolina"	"45"	"Unspecified injury of trunk, level unspecified"	"T09.9"	207	4896146	4.2
	"South Carolina"	"45"	"Open wound of lower limb, level unspecified"	"T13.1"	12	4896146	Unreliable
	"South Carolina"	"45"	"Open wound of unspecified body region"	"T14.1"	634	4896146	12.9
	"South Carolina"	"45"	"Fracture of unspecified body region"	"T14.2"	17	4896146	Unreliable
	"South Carolina"	"45"	"Injury of blood vessel(s) of unspecified body region"	"T14.5"	20	4896146	0.4
	"South Carolina"	"45"	"Other injuries of unspecified body region"	"T14.8"	34	4896146	0.7
	"South Carolina"	"45"	"Injury, unspecified"	"T14.9"	280	4896146	5.7
	"South Carolina"	"45"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	137	4896146	2.8
	"South Carolina"	"45"	"Burn of unspecified body region, unspecified degree"	"T30.0"	52	4896146	1.1
	"South Carolina"	"45"	"4-Aminophenol derivatives"	"T39.1"	22	4896146	0.4
	"South Carolina"	"45"	"Heroin"	"T40.1"	100	4896146	2.0
	"South Carolina"	"45"	"Other opioids"	"T40.2"	325	4896146	6.6
	"South Carolina"	"45"	"Methadone"	"T40.3"	58	4896146	1.2
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	162	4896146	3.3
	"South Carolina"	"45"	"Cocaine"	"T40.5"	117	4896146	2.4
	"South Carolina"	"45"	"Other and unspecified narcotics"	"T40.6"	26	4896146	0.5
	"South Carolina"	"45"	"Cannabis (derivatives)"	"T40.7"	15	4896146	Unreliable
	"South Carolina"	"45"	"Benzodiazepines"	"T42.4"	231	4896146	4.7
	"South Carolina"	"45"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	58	4896146	1.2
	"South Carolina"	"45"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	14	4896146	Unreliable
	"South Carolina"	"45"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	38	4896146	0.8
	"South Carolina"	"45"	"Other and unspecified antidepressants"	"T43.2"	111	4896146	2.3
	"South Carolina"	"45"	"Phenothiazine antipsychotics and neuroleptics"	"T43.3"	14	4896146	Unreliable
	"South Carolina"	"45"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	30	4896146	0.6
	"South Carolina"	"45"	"Psychostimulants with abuse potential"	"T43.6"	88	4896146	1.8
	"South Carolina"	"45"	"Antiallergic and antiemetic drugs"	"T45.0"	59	4896146	1.2
	"South Carolina"	"45"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	12	4896146	Unreliable
	"South Carolina"	"45"	"Antitussives"	"T48.3"	10	4896146	Unreliable
	"South Carolina"	"45"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	511	4896146	10.4
	"South Carolina"	"45"	"Ethanol"	"T51.0"	91	4896146	1.9
	"South Carolina"	"45"	"Alcohol, unspecified"	"T51.9"	42	4896146	0.9
	"South Carolina"	"45"	"Toxic effect of carbon monoxide"	"T58"	49	4896146	1.0
	"South Carolina"	"45"	"Other specified gases, fumes and vapours"	"T59.8"	40	4896146	0.8
	"South Carolina"	"45"	"Heatstroke and sunstroke"	"T67.0"	10	4896146	Unreliable
	"South Carolina"	"45"	"Hypothermia"	"T68"	25	4896146	0.5
	"South Carolina"	"45"	"Asphyxiation"	"T71"	237	4896146	4.8
	"South Carolina"	"45"	"Drowning and nonfatal submersion"	"T75.1"	128	4896146	2.6
	"South Carolina"	"45"	"Traumatic shock"	"T79.4"	38	4896146	0.8
	"South Carolina"	"45"	"Other complications of procedures, not elsewhere classified"	"T81.8"	10	4896146	Unreliable
	"South Carolina"	"45"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	34	4896146	0.7
	"South Carolina"	"45"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	88	4896146	1.8
	"South Carolina"	"45"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	16	4896146	Unreliable
	"South Carolina"	"45"	"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident"	"V27.4"	13	4896146	Unreliable
	"South Carolina"	"45"	"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident"	"V28.4"	15	4896146	Unreliable
	"South Carolina"	"45"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	33	4896146	0.7
	"South Carolina"	"45"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	36	4896146	0.7
	"South Carolina"	"45"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	20	4896146	0.4
	"South Carolina"	"45"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	19	4896146	Unreliable
	"South Carolina"	"45"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	189	4896146	3.9
	"South Carolina"	"45"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	390	4896146	8.0
	"South Carolina"	"45"	"Fall involving wheelchair"	"W05"	15	4896146	Unreliable
	"South Carolina"	"45"	"Fall involving bed"	"W06"	14	4896146	Unreliable
	"South Carolina"	"45"	"Fall on and from stairs and steps"	"W10"	24	4896146	0.5
	"South Carolina"	"45"	"Other fall from one level to another"	"W17"	14	4896146	Unreliable
	"South Carolina"	"45"	"Other fall on same level"	"W18"	104	4896146	2.1
	"South Carolina"	"45"	"Unspecified fall"	"W19"	233	4896146	4.8
	"South Carolina"	"45"	"Struck by thrown, projected or falling object"	"W20"	10	4896146	Unreliable
	"South Carolina"	"45"	"Drowning and submersion while in natural water"	"W69"	44	4896146	0.9
	"South Carolina"	"45"	"Unspecified drowning and submersion"	"W74"	13	4896146	Unreliable
	"South Carolina"	"45"	"Accidental suffocation and strangulation in bed"	"W75"	29	4896146	0.6
	"South Carolina"	"45"	"Inhalation of gastric contents"	"W78"	12	4896146	Unreliable
	"South Carolina"	"45"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	24	4896146	0.5
	"South Carolina"	"45"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	105	4896146	2.1
	"South Carolina"	"45"	"Unspecified threat to breathing"	"W84"	18	4896146	Unreliable
	"South Carolina"	"45"	"Exposure to uncontrolled fire in building or structure"	"X00"	60	4896146	1.2
	"South Carolina"	"45"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	11	4896146	Unreliable
	"South Carolina"	"45"	"Exposure to excessive natural cold (hypothermia)"	"X31"	25	4896146	0.5
	"South Carolina"	"45"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	62	4896146	1.3
	"South Carolina"	"45"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	247	4896146	5.0
	"South Carolina"	"45"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	371	4896146	7.6
	"South Carolina"	"45"	"Accidental poisoning by and exposure to alcohol"	"X45"	119	4896146	2.4
	"South Carolina"	"45"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	11	4896146	Unreliable
	"South Carolina"	"45"	"Exposure to unspecified factor causing fracture"	"X59.0"	81	4896146	1.7
	"South Carolina"	"45"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	67	4896146	1.4
	"South Carolina"	"45"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	14	4896146	Unreliable
	"South Carolina"	"45"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	11	4896146	Unreliable
	"South Carolina"	"45"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	44	4896146	0.9
	"South Carolina"	"45"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	11	4896146	Unreliable
	"South Carolina"	"45"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	11	4896146	Unreliable
	"South Carolina"	"45"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	143	4896146	2.9
	"South Carolina"	"45"	"Intentional self-harm by drowning and submersion"	"X71"	15	4896146	Unreliable
	"South Carolina"	"45"	"Intentional self-harm by handgun discharge"	"X72"	13	4896146	Unreliable
	"South Carolina"	"45"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	32	4896146	0.7
	"South Carolina"	"45"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	424	4896146	8.7
	"South Carolina"	"45"	"Intentional self-harm by jumping from a high place"	"X80"	14	4896146	Unreliable
	"South Carolina"	"45"	"Assault by hanging, strangulation and suffocation"	"X91"	12	4896146	Unreliable
	"South Carolina"	"45"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	11	4896146	Unreliable
	"South Carolina"	"45"	"Assault by other and unspecified firearm discharge"	"X95"	347	4896146	7.1
	"South Carolina"	"45"	"Assault by sharp object"	"X99"	36	4896146	0.7
	"South Carolina"	"45"	"Assault by unspecified means"	"Y09"	20	4896146	0.4
	"South Carolina"	"45"	"Unspecified event, undetermined intent"	"Y34"	12	4896146	Unreliable
	"South Carolina"	"45"	"Surgical operation with implant of artificial internal device"	"Y83.1"	16	4896146	Unreliable
	"South Carolina"	"45"	"Surgical procedure, unspecified"	"Y83.9"	20	4896146	0.4
	"South Carolina"	"45"	"Sequelae of other accidents"	"Y86"	24	4896146	0.5
	"South Dakota"	"46"	"Unspecified diabetes mellitus, without complications"	"E14.9"	17	858469	Unreliable
	"South Dakota"	"46"	"Unspecified dementia"	"F03"	21	858469	2.4
	"South Dakota"	"46"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	17	858469	Unreliable
	"South Dakota"	"46"	"Depressive episode, unspecified"	"F32.9"	27	858469	3.1
	"South Dakota"	"46"	"Essential (primary) hypertension"	"I10"	51	858469	5.9
	"South Dakota"	"46"	"Acute myocardial infarction, unspecified"	"I21.9"	12	858469	Unreliable
	"South Dakota"	"46"	"Atherosclerotic heart disease"	"I25.1"	20	858469	2.3
	"South Dakota"	"46"	"Cardiac arrest, unspecified"	"I46.9"	16	858469	Unreliable
	"South Dakota"	"46"	"Atrial fibrillation and flutter"	"I48"	26	858469	3.0
	"South Dakota"	"46"	"Congestive heart failure"	"I50.0"	29	858469	3.4
	"South Dakota"	"46"	"Cardiomegaly"	"I51.7"	12	858469	Unreliable
	"South Dakota"	"46"	"Stroke, not specified as haemorrhage or infarction"	"I64"	12	858469	Unreliable
	"South Dakota"	"46"	"Pneumonia, unspecified"	"J18.9"	16	858469	Unreliable
	"South Dakota"	"46"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	22	858469	2.6
	"South Dakota"	"46"	"Respiratory failure, unspecified"	"J96.9"	14	858469	Unreliable
	"South Dakota"	"46"	"Other lack of expected normal physiological development"	"R62.8"	15	858469	Unreliable
	"South Dakota"	"46"	"Finding of alcohol in blood"	"R78.0"	11	858469	Unreliable
	"South Dakota"	"46"	"Open wound of head, part unspecified"	"S01.9"	70	858469	8.2
	"South Dakota"	"46"	"Traumatic subdural haemorrhage"	"S06.5"	40	858469	4.7
	"South Dakota"	"46"	"Traumatic subarachnoid haemorrhage"	"S06.6"	10	858469	Unreliable
	"South Dakota"	"46"	"Other intracranial injuries"	"S06.8"	18	858469	Unreliable
	"South Dakota"	"46"	"Intracranial injury, unspecified"	"S06.9"	20	858469	2.3
	"South Dakota"	"46"	"Unspecified injury of head"	"S09.9"	88	858469	10.3
	"South Dakota"	"46"	"Fracture of neck, part unspecified"	"S12.9"	11	858469	Unreliable
	"South Dakota"	"46"	"Open wound of thorax, part unspecified"	"S21.9"	12	858469	Unreliable
	"South Dakota"	"46"	"Fracture of rib"	"S22.3"	10	858469	Unreliable
	"South Dakota"	"46"	"Unspecified injury of thorax"	"S29.9"	20	858469	2.3
	"South Dakota"	"46"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	10	858469	Unreliable
	"South Dakota"	"46"	"Fracture of neck of femur"	"S72.0"	63	858469	7.3
	"South Dakota"	"46"	"Fracture of femur, part unspecified"	"S72.9"	14	858469	Unreliable
	"South Dakota"	"46"	"Multiple open wounds, unspecified"	"T01.9"	11	858469	Unreliable
	"South Dakota"	"46"	"Unspecified multiple injuries"	"T07"	52	858469	6.1
	"South Dakota"	"46"	"Open wound of unspecified body region"	"T14.1"	33	858469	3.8
	"South Dakota"	"46"	"Injury, unspecified"	"T14.9"	54	858469	6.3
	"South Dakota"	"46"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	11	858469	Unreliable
	"South Dakota"	"46"	"Other opioids"	"T40.2"	11	858469	Unreliable
	"South Dakota"	"46"	"Psychostimulants with abuse potential"	"T43.6"	15	858469	Unreliable
	"South Dakota"	"46"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	34	858469	4.0
	"South Dakota"	"46"	"Ethanol"	"T51.0"	16	858469	Unreliable
	"South Dakota"	"46"	"Alcohol, unspecified"	"T51.9"	19	858469	Unreliable
	"South Dakota"	"46"	"Asphyxiation"	"T71"	95	858469	11.1
	"South Dakota"	"46"	"Drowning and nonfatal submersion"	"T75.1"	19	858469	Unreliable
	"South Dakota"	"46"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	18	858469	Unreliable
	"South Dakota"	"46"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	11	858469	Unreliable
	"South Dakota"	"46"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	10	858469	Unreliable
	"South Dakota"	"46"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	20	858469	2.3
	"South Dakota"	"46"	"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident"	"V58.5"	13	858469	Unreliable
	"South Dakota"	"46"	"Fall involving bed"	"W06"	12	858469	Unreliable
	"South Dakota"	"46"	"Fall on and from stairs and steps"	"W10"	12	858469	Unreliable
	"South Dakota"	"46"	"Other fall on same level"	"W18"	45	858469	5.2
	"South Dakota"	"46"	"Unspecified fall"	"W19"	76	858469	8.9
	"South Dakota"	"46"	"Accidental suffocation and strangulation in bed"	"W75"	11	858469	Unreliable
	"South Dakota"	"46"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	13	858469	Unreliable
	"South Dakota"	"46"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	858469	Unreliable
	"South Dakota"	"46"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	858469	Unreliable
	"South Dakota"	"46"	"Accidental poisoning by and exposure to alcohol"	"X45"	25	858469	2.9
	"South Dakota"	"46"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	11	858469	Unreliable
	"South Dakota"	"46"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	69	858469	8.0
	"South Dakota"	"46"	"Intentional self-harm by handgun discharge"	"X72"	54	858469	6.3
	"South Dakota"	"46"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	19	858469	Unreliable
	"South Dakota"	"46"	"Assault by sharp object"	"X99"	11	858469	Unreliable
	"Tennessee"	"47"	"Septicaemia, unspecified"	"A41.9"	91	6600299	1.4
	"Tennessee"	"47"	"Chronic viral hepatitis C"	"B18.2"	12	6600299	Unreliable
	"Tennessee"	"47"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	14	6600299	Unreliable
	"Tennessee"	"47"	"Unspecified diabetes mellitus, without complications"	"E14.9"	86	6600299	1.3
	"Tennessee"	"47"	"Unspecified protein-energy malnutrition"	"E46"	10	6600299	Unreliable
	"Tennessee"	"47"	"Other obesity"	"E66.8"	25	6600299	0.4
	"Tennessee"	"47"	"Obesity, unspecified"	"E66.9"	42	6600299	0.6
	"Tennessee"	"47"	"Hyperlipidaemia, unspecified"	"E78.5"	11	6600299	Unreliable
	"Tennessee"	"47"	"Unspecified dementia"	"F03"	105	6600299	1.6
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	33	6600299	0.5
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	40	6600299	0.6
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	78	6600299	1.2
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of opioids, dependence syndrome"	"F11.2"	10	6600299	Unreliable
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	94	6600299	1.4
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder"	"F13.9"	21	6600299	0.3
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	43	6600299	0.7
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	20	6600299	0.3
	"Tennessee"	"47"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	86	6600299	1.3
	"Tennessee"	"47"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	46	6600299	0.7
	"Tennessee"	"47"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	11	6600299	Unreliable
	"Tennessee"	"47"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	187	6600299	2.8
	"Tennessee"	"47"	"Bipolar affective disorder, unspecified"	"F31.9"	14	6600299	Unreliable
	"Tennessee"	"47"	"Severe depressive episode without psychotic symptoms"	"F32.2"	17	6600299	Unreliable
	"Tennessee"	"47"	"Depressive episode, unspecified"	"F32.9"	63	6600299	1.0
	"Tennessee"	"47"	"Parkinson's disease"	"G20"	13	6600299	Unreliable
	"Tennessee"	"47"	"Alzheimer's disease, unspecified"	"G30.9"	16	6600299	Unreliable
